source_key,institution_name,institution_short_name,country_code,region_code,source_name,base_url,listing_url,source_type,adapter_key,crawl_interval_minutes,language_codes,audience_hints,robots_checked_at,robots_status,terms_status,api_docs_url,rss_feed_url,contact_url,enabled,notes,config_json
src-0165,Department of Energy,,US,north_america,DOE Funding Opportunities,https://www.energy.gov,https://www.energy.gov/science/funding-opportunities,html,src-0165_html_v1,360,en,,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Energy and science"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0165"", ""priority"": ""1"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0166,NASA,,US,north_america,NASA Solicitation and Proposal Integrated Review and Evaluation System,https://nspires.nasaprs.com,https://nspires.nasaprs.com/,headless,src-0166_headless_v1,360,en,,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Space; aeronautics; science"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0166"", ""priority"": ""1"", ""requires_javascript"": true, ""requires_login"": false, ""source_category"": ""application_portal""}"
src-0167,SBIR/STTR,,US,north_america,SBIR.gov Solicitations,https://www.sbir.gov,https://www.sbir.gov/solicitations,html,src-0167_html_v1,360,en,sme,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Small business innovation"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0167"", ""priority"": ""1"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""central_portal""}"
src-0168,USAID,,US,north_america,Work with USAID,https://www.usaid.gov,https://www.usaid.gov/work-usaid/get-grant-or-contract,html,src-0168_html_v1,720,en,development,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""International development"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0168"", ""priority"": ""1"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0169,Government of Canada,,CA,north_america,Grants and Funding Programs,https://www.canada.ca,https://www.canada.ca/en/government/grants-funding.html,html,src-0169_html_v1,360,"en,fr",,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Federal grants and contributions"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0169"", ""priority"": ""1"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""central_portal""}"
src-0170,NSERC,,CA,north_america,Funding Opportunities,https://www.nserc-crsng.gc.ca,https://www.nserc-crsng.gc.ca/Professors-Professeurs/Grants-Subs/index_eng.asp,html,src-0170_html_v1,720,"en,fr",,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Natural sciences and engineering"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0170"", ""priority"": ""1"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0171,CIHR,,CA,north_america,Funding Opportunities Database,https://www.researchnet-recherchenet.ca,https://www.researchnet-recherchenet.ca/rnr16/vwOpprtntyDtls.do?prog=CIHR,headless,src-0171_headless_v1,360,"en,fr",researcher,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Health research"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0171"", ""priority"": ""1"", ""requires_javascript"": true, ""requires_login"": false, ""source_category"": ""application_portal""}"
src-0172,SSHRC,,CA,north_america,Funding,https://www.sshrc-crsh.gc.ca,https://www.sshrc-crsh.gc.ca/funding-financement/index-eng.aspx,html,src-0172_html_v1,720,"en,fr",,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Social sciences and humanities"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0172"", ""priority"": ""1"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0173,NRC IRAP,,CA,north_america,Industrial Research Assistance Program,https://nrc.canada.ca,https://nrc.canada.ca/en/support-technology-innovation,html,src-0173_html_v1,720,"en,fr",sme,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""SME technology and R&D"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0173"", ""priority"": ""1"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""programme_portal""}"
src-0174,Mitacs,,CA,north_america,Programs,https://www.mitacs.ca,https://www.mitacs.ca/our-programs/,html,src-0174_html_v1,1440,"en,fr",researcher,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Academic-industry research"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0174"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""programme_portal""}"
src-0175,Inter-American Development Bank,,XX,latin_america_caribbean,IDB Calls and Opportunities,https://www.iadb.org,https://www.iadb.org/en/how-we-can-work-together/calls-proposals,html,src-0175_html_v1,720,"en,es,pt","sme,development",2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Development; regional public goods; innovation"", ""geographic_scope"": ""regional"", ""legacy_source_id"": ""SRC-0175"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""regional_portal""}"
src-0176,IDB Lab,,XX,latin_america_caribbean,IDB Lab Calls,https://bidlab.org,https://bidlab.org/en/calls,html,src-0176_html_v1,720,"en,es,pt",sme,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Innovation; entrepreneurship; technology"", ""geographic_scope"": ""regional"", ""legacy_source_id"": ""SRC-0176"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""regional_portal""}"
src-0177,CAF,,XX,latin_america_caribbean,CAF Opportunities,https://www.caf.com,https://www.caf.com/en/currently/,html,src-0177_html_v1,720,"en,es,pt",development,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Development and regional projects"", ""geographic_scope"": ""regional"", ""legacy_source_id"": ""SRC-0177"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""regional_portal""}"
src-0178,CNPq,,BR,latin_america_caribbean,CNPq Chamadas Públicas,https://www.gov.br,https://www.gov.br/cnpq/pt-br/assuntos/chamadas-publicas,html,src-0178_html_v1,720,"en,es,pt",researcher,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Research and scholarships"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0178"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0179,FINEP,,BR,latin_america_caribbean,Chamadas Públicas,http://www.finep.gov.br,http://www.finep.gov.br/chamadas-publicas,html,src-0179_html_v1,720,"en,es,pt",sme,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Innovation and industrial R&D"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0179"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0180,FAPESP,,BR,latin_america_caribbean,Calls for Proposals,https://fapesp.br,https://fapesp.br/en/calls,html,src-0180_html_v1,720,"en,es,pt",researcher,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Research in São Paulo and international cooperation"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0180"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0181,SECIHTI,,MX,latin_america_caribbean,Convocatorias,https://secihti.mx,https://secihti.mx/convocatorias/,html,src-0181_html_v1,720,"en,es,pt",sme,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Science; humanities; technology; innovation"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0181"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0182,Agencia I+D+i,,AR,latin_america_caribbean,Convocatorias,https://www.argentina.gob.ar,https://www.argentina.gob.ar/ciencia/agencia/convocatorias,html,src-0182_html_v1,720,"en,es,pt","researcher,sme",2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Research and innovation"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0182"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0183,ANID,,CL,latin_america_caribbean,Concursos,https://anid.cl,https://anid.cl/concursos/,html,src-0183_html_v1,720,"en,es,pt","researcher,sme",2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Research; scholarships; innovation"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0183"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0184,CORFO,,CL,latin_america_caribbean,Convocatorias,https://www.corfo.cl,https://www.corfo.cl/sites/cpp/convocatorias,html,src-0184_html_v1,720,"en,es,pt",sme,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Business and innovation"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0184"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0185,MinCiencias,,CO,latin_america_caribbean,Convocatorias,https://minciencias.gov.co,https://minciencias.gov.co/convocatorias,html,src-0185_html_v1,720,"en,es,pt",sme,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Science; technology; innovation"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0185"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0186,ProCiencia,,PE,latin_america_caribbean,Concursos,https://prociencia.gob.pe,https://prociencia.gob.pe/convocatorias/,html,src-0186_html_v1,720,"en,es,pt","researcher,sme",2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Research and innovation"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0186"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0187,ProInnóvate,,PE,latin_america_caribbean,Concursos,https://www.proinnovate.gob.pe,https://www.proinnovate.gob.pe/convocatorias,html,src-0187_html_v1,720,"en,es,pt",sme,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Business innovation"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0187"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0188,ANII,,UY,latin_america_caribbean,Convocatorias,https://www.anii.org.uy,https://www.anii.org.uy/apoyos/,html,src-0188_html_v1,720,"en,es,pt","researcher,sme",2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Research; innovation; entrepreneurship"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0188"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0189,SENACYT,,PA,latin_america_caribbean,Convocatorias,https://www.senacyt.gob.pa,https://www.senacyt.gob.pa/convocatorias/,html,src-0189_html_v1,720,"en,es,pt",sme,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Science; technology; innovation"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0189"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0190,MICITT,,CR,latin_america_caribbean,Convocatorias,https://www.micitt.go.cr,https://www.micitt.go.cr/,html,src-0190_html_v1,720,"en,es,pt",,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Science; technology; telecommunications"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0190"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0191,Japan Science and Technology Agency,,JP,asia,JST Calls,https://www.jst.go.jp,https://www.jst.go.jp/EN/programs/funding.html,html,src-0191_html_v1,720,en,,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Science; technology; international collaboration"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0191"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0192,Japan Society for the Promotion of Science,,JP,asia,JSPS Funding,https://www.jsps.go.jp,https://www.jsps.go.jp/english/e-grants/,html,src-0192_html_v1,720,en,researcher,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Academic research and fellowships"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0192"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0193,NEDO,,JP,asia,NEDO Public Invitations,https://www.nedo.go.jp,https://www.nedo.go.jp/english/activities/activities_ZZJP_100105.html,html,src-0193_html_v1,720,en,,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Energy; industry; technology"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0193"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0194,AMED,,JP,asia,AMED Calls,https://www.amed.go.jp,https://www.amed.go.jp/en/program/list/index.html,html,src-0194_html_v1,720,en,researcher,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Medical and health research"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0194"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0195,National Research Foundation of Korea,,KR,asia,NRF Calls,https://eng.nrf.re.kr,https://eng.nrf.re.kr/page/62a7fecb-959a-4dcb-80ff-11dcd9913d1e,html,src-0195_html_v1,720,en,researcher,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Research and international cooperation"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0195"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0196,K-Startup,,KR,asia,K-Startup Programs,https://www.k-startup.go.kr,https://www.k-startup.go.kr/,html,src-0196_html_v1,720,en,,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Startup support"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0196"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0197,National Natural Science Foundation of China,,CN,asia,NSFC Calls,https://www.nsfc.gov.cn,https://www.nsfc.gov.cn/english/site_1/index.html,html,src-0197_html_v1,720,en,researcher,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Basic scientific research"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0197"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0198,Research Grants Council,,HK,asia,RGC Funding Schemes,https://www.ugc.edu.hk,https://www.ugc.edu.hk/rgc/funding_opport/index.html,html,src-0198_html_v1,720,en,researcher,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Academic research"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0198"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0199,Department of Science and Technology,,IN,asia,DST Calls,https://dst.gov.in,https://dst.gov.in/call-for-proposals,html,src-0199_html_v1,720,en,,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Science and technology"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0199"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0200,Department of Biotechnology,,IN,asia,DBT Calls,https://dbtindia.gov.in,https://dbtindia.gov.in/whats-new/call-for-proposals,html,src-0200_html_v1,720,en,,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Biotechnology"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0200"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0201,BIRAC,,IN,asia,BIRAC Current Calls,https://birac.nic.in,https://birac.nic.in/cfp.php,html,src-0201_html_v1,720,en,sme,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Biotech startups and innovation"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0201"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0202,Indian Council of Medical Research,,IN,asia,ICMR Calls,https://main.icmr.nic.in,https://main.icmr.nic.in/content/call-proposals,html,src-0202_html_v1,720,en,researcher,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Medical research"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0202"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0203,National Research Foundation Singapore,,SG,asia,NRF Funding,https://www.nrf.gov.sg,https://www.nrf.gov.sg/funding-grants/,html,src-0203_html_v1,720,en,"researcher,sme",2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Research and innovation"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0203"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0204,Enterprise Singapore,,SG,asia,Enterprise Development Grants,https://www.enterprisesg.gov.sg,https://www.enterprisesg.gov.sg/financial-support,html,src-0204_html_v1,720,en,,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Business and internationalisation"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0204"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0205,Ministry of Science Technology and Innovation,,MY,asia,MOSTI Funds,https://www.mosti.gov.my,https://www.mosti.gov.my/en/funds-grants/,html,src-0205_html_v1,720,en,sme,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Science; technology; innovation"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0205"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0206,BRIN,,ID,asia,BRIN Funding and Calls,https://www.brin.go.id,https://www.brin.go.id/,html,src-0206_html_v1,720,en,"researcher,sme",2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Research and innovation"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0206"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0207,National Research Council of Thailand,,TH,asia,NRCT Funding,https://www.nrct.go.th,https://www.nrct.go.th/,html,src-0207_html_v1,720,en,researcher,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Research funding"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0207"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0208,Department of Science and Technology,,PH,asia,DOST Grants,https://www.dost.gov.ph,https://www.dost.gov.ph/knowledge-resources/calls-for-proposals.html,html,src-0208_html_v1,720,en,,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Science and technology"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0208"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0209,NAFOSTED,,VN,asia,Funding Programs,https://nafosted.gov.vn,https://nafosted.gov.vn/en/,html,src-0209_html_v1,720,en,researcher,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Basic and applied research"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0209"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0210,National Science and Technology Council,,TW,asia,NSTC Funding,https://www.nstc.gov.tw,https://www.nstc.gov.tw/,html,src-0210_html_v1,720,en,,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Science and technology"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0210"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0211,Israel Innovation Authority,,IL,middle_east_north_africa,Calls for Proposals,https://innovationisrael.org.il,https://innovationisrael.org.il/en/calls_for_proposal/,html,src-0211_html_v1,720,"en,fr,ar",sme,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Innovation; R&D; startups"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0211"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0212,Israel Science Foundation,,IL,middle_east_north_africa,ISF Programs,https://www.isf.org.il,https://www.isf.org.il/,html,src-0212_html_v1,720,"en,fr,ar",researcher,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Academic research"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0212"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0213,Research Development and Innovation Authority,,SA,middle_east_north_africa,RDIA Programs,https://rdia.gov.sa,https://rdia.gov.sa/,html,src-0213_html_v1,720,"en,fr,ar","researcher,sme,development",2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Research; development; innovation"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0213"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0214,Monsha'at,,SA,middle_east_north_africa,Programs and Initiatives,https://www.monshaat.gov.sa,https://www.monshaat.gov.sa/en,html,src-0214_html_v1,720,"en,fr,ar",sme,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""SMEs and entrepreneurship"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0214"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0215,Mohammed Bin Rashid Innovation Fund,,AE,middle_east_north_africa,MBRIF Programs,https://mbrif.ae,https://mbrif.ae/,html,src-0215_html_v1,720,"en,fr,ar",sme,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Innovation and entrepreneurship"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0215"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0216,Qatar Research Development and Innovation Council,,QA,middle_east_north_africa,QRDI Funding,https://qrdi.org.qa,https://qrdi.org.qa/en-us/Programs,html,src-0216_html_v1,720,"en,fr,ar","researcher,sme",2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Research and innovation"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0216"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0217,Tamkeen,,BH,middle_east_north_africa,Support Programs,https://www.tamkeen.bh,https://www.tamkeen.bh/en/programs/,html,src-0217_html_v1,720,"en,fr,ar",,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Business and workforce support"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0217"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0218,Kuwait Foundation for the Advancement of Sciences,,KW,middle_east_north_africa,KFAS Funding,https://www.kfas.org,https://www.kfas.org/,html,src-0218_html_v1,720,"en,fr,ar",researcher,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Research and science"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0218"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0219,Ministry of Higher Education Research and Innovation,,OM,middle_east_north_africa,Research Calls,https://www.moheri.gov.om,https://www.moheri.gov.om/,html,src-0219_html_v1,720,"en,fr,ar","researcher,sme",2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Research and innovation"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0219"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0220,Scientific Research and Innovation Support Fund,,JO,middle_east_north_africa,SRISF Programs,https://www.srf.gov.jo,https://www.srf.gov.jo/,html,src-0220_html_v1,720,"en,fr,ar","researcher,sme",2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Research and innovation"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0220"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0221,Science Technology and Innovation Funding Authority,,EG,middle_east_north_africa,STDF Calls,https://stdf.eg,https://stdf.eg/web/grants,html,src-0221_html_v1,720,"en,fr,ar",sme,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Science and innovation"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0221"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0222,National Center for Scientific and Technical Research,,MA,middle_east_north_africa,CNRST Calls,https://www.cnrst.ma,https://www.cnrst.ma/,html,src-0222_html_v1,720,"en,fr,ar",researcher,2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Scientific research"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0222"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
src-0223,Ministry of Higher Education and Scientific Research,,TN,middle_east_north_africa,Calls,https://www.mes.tn,https://www.mes.tn/,html,src-0223_html_v1,720,"en,fr,ar","researcher,education",2026-06-25,unknown,unknown,,,,true,,"{""coverage_role"": ""primary"", ""funding_scope"": ""Research and higher education"", ""geographic_scope"": ""national"", ""legacy_source_id"": ""SRC-0223"", ""priority"": ""2"", ""requires_javascript"": false, ""requires_login"": false, ""source_category"": ""agency_portal""}"
